"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"01","66073","AACS 370 (3, 3)","Field Work  Asian American Com","&nbsp;"," - ","Khandelwal, Madhulika"," ","2","10","In-Person",
"01","50474","ACCT 100 (3, 3)","Fin &amp; Mgr Acct","M","3:10 PM - 6:00 PM","Ho, Vivian","HH 17","18","20","In-Person",
"03","2146","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","F","10:05 AM - 11:55 AM","Erlach, David","PH 119","33","52","In-Person",
"03","2146","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","W","10:05 AM - 11:55 AM","Erlach, David","PH 118","33","52","In-Person",
"04","2147","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","3:00 PM - 4:50 PM","Ruthizer, Scott","PH 130","52","52","In-Person",
"05","2148","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","5:00 PM - 6:50 PM","Erlach, David","KY 312","40","40","In-Person",
"06","2149","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","T, TH","12:10 PM - 2:00 PM","Feisullin, Anita","PH 130","51","52","In-Person",
"07","2150","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","T, TH","10:05 AM - 11:55 AM","Solarsh, Eva","SB A101","45","45","In-Person",
"08","2151","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","6:55 PM - 8:45 PM","Ruthizer, Scott","PH 130","42","52","In-Person",
"09","2152","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","T, TH","8:50 PM - 10:40 PM","Zapf, Michael","PH 112","17","52","In-Person",
"10","2153","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","F","6:30 PM - 10:20 PM","Solarsh, Eva","PH 212","29","30","In-Person",
"11","2154","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","S","8:20 AM - 12:00 PM","Chan, Joseph","PH 110","52","52","In-Person",
"12","2155","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","SU","8:20 AM - 12:00 PM","Mintz, Chana","PH 204","15","52","In-Person",
"01","2144","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","8:00 AM - 9:50 AM","Dauber, Nicky","PH 130","52","52","In-Person",
"02","2145","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","W, F","8:00 AM - 9:50 AM","Gruza, Marvin","RA 201","11","52","In-Person",
"02","2157","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","M, W","1:40 PM - 3:30 PM","Erlach, David","SB D135","45","45","In-Person",
"03","2158","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","10:05 AM - 11:55 AM","Feisullin, Anita","RA 201","49","48","In-Person",
"04","2159","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","5:00 PM - 6:40 PM","David, Amy","PH 116","46","48","In-Person",
"05","2160","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","M, W","6:55 PM - 8:45 PM","Sun, Fang","PH 116","35","48","In-Person",
"01","2156","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","W, F","10:05 AM - 11:55 AM","Gruza, Marvin","RA 201","19","48","In-Person",
"07","2162","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","F","6:30 PM - 10:20 PM","Benjamin, Ranjitkumar","PH 153","47","48","In-Person",
"08","2163","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","S","8:20 AM - 12:00 PM","Khanna, Himanshu","PH 211","37","45","In-Person",
"09","2164","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","SU","8:20 AM - 12:00 PM","Benjamin, Ranjitkumar","PH 114","33","48","In-Person",
"06","2161","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","6:55 PM - 8:45 PM","Kessar, Nathaniel","PH 116","9","48","In-Person",
"05","2169","ACCT 201 (4, 4)","Inter Acct 1","T, TH","5:00 PM - 6:40 PM","Levine, Marc","PH 130","53","53","In-Person",
"04","2168","ACCT 201 (4, 4)","Inter Acct 1","T, TH","2:15 PM - 4:05 PM","Levine, Marc","PH 130","54","53","In-Person",
"02","2166","ACCT 201 (4, 4)","Inter Acct 1","T, TH","10:05 AM - 11:55 AM","Kumar, Vijay","PH 212","30","30","In-Person",
"01","2165","ACCT 201 (4, 4)","Inter Acct 1","M, W","8:40 AM - 10:30 AM","Hornung, David","PH 110","47","48","In-Person",
"06","2170","ACCT 201 (4, 4)","Inter Acct 1","M, W","6:55 PM - 8:45 PM","Lahijani, Richard","PH 119","33","48","In-Person",
"07","2171","ACCT 201 (4, 4)","Inter Acct 1","T","6:30 PM - 10:20 PM","Nussbaum, Stephen","PH 156","48","48","In-Person",
"08","2172","ACCT 201 (4, 4)","Inter Acct 1","SU","8:20 AM - 12:00 PM","Wasserstrum, David","PH 119","48","48","In-Person",
"04","2176","ACCT 202 (3, 2)","Inter Acct 2","T, TH","12:15 PM - 1:30 PM","Kumar, Vijay","PH 212","30","30","In-Person",
