"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"01","65333","AACS 107 (3, 3)","Immigrant Communities Queens","M, W","6:30 PM - 7:45 PM","Khandelwal, Madhulika","KY 313","4","25","In-Person",
"01","65334","AACS 200 (3, 3)","Making of Asian/American Hist","TH","6:30 PM - 9:20 PM",", ","KG 105","0","25","In-Person",
"01","65335","AACS 370 (3, 3)","Field Work  Asian American Com","&nbsp;"," - ","Khandelwal, Madhulika"," ","0","15","Online",
"1","37703","ACCT 100 (3, 3)","Fin &amp; Mgr Acct","M","3:10 PM - 6:00 PM","Ho, Vivian","HH 17","17","20","In-Person",
"02","50614","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","W, F","8:00 AM - 9:50 AM","Gruza, Marvin","RA 201","12","47","In-Person",
"12","50624","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","SU","8:20 AM - 12:00 PM","Mintz, Chana","PH 204","10","47","In-Person",
"11","50623","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","S","8:20 AM - 12:00 PM","Chan, Joseph","PH 132","43","47","In-Person",
"10","50622","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","F","6:30 PM - 10:20 PM","Solarsh, Eva","PH 212","35","35","Hybrid",
"09","50621","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","T, TH","6:55 PM - 8:45 PM","Uddin, Md","PH 114","12","47","In-Person",
"08","50620","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","6:55 PM - 8:45 PM","Ruthizer, Scott","PH 130","33","47","In-Person",
"07","50619","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","T, TH","10:05 AM - 11:55 AM","Solarsh, Eva","RZ 147","43","44","In-Person",
"06","50618","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","T, TH","12:10 PM - 2:00 PM","Feisullin, Anita","PH 130","46","47","In-Person",
"05","50617","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","5:00 PM - 6:40 PM","Erlach, David","KY 312","33","40","In-Person",
"01","50613","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","8:00 AM - 9:50 AM","Dauber, Nicky","PH 130","41","47","In-Person",
"03","50615","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","10:05 AM - 11:55 AM","Erlach, David","PH 119","46","47","In-Person",
"04","50616","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","3:00 PM - 4:50 PM","Ruthizer, Scott","PH 130","47","47","In-Person",
"01","50633","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","W, F","10:05 AM - 11:55 AM","Gruza, Marvin","RA 201","23","42","In-Person",
"04","50636","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","5:00 PM - 6:40 PM","David, Amy","PH 116","42","42","In-Person",
"09","50641","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","SU","8:20 AM - 12:00 PM","Benjamin, Ranjitkumar","PH 116","39","42","In-Person",
"03","50635","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","10:05 AM - 11:55 AM","Feisullin, Anita","RA 201","42","42","In-Person",
"02","50634","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","M, W","1:40 PM - 3:30 PM","Erlach, David","PH 118","41","42","In-Person",
"06","50638","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","6:55 PM - 8:45 PM","Kessar, Nathaniel","PH 116","4","42","In-Person",
"07","50639","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","F","6:30 PM - 10:20 PM","Benjamin, Ranjitkumar","PH 116","31","42","In-Person",
"08","50640","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","S","8:20 AM - 12:00 PM","Khanna, Himanshu","PH 116","19","42","In-Person",
"05","50637","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","M, W","6:55 PM - 8:45 PM","Sun, Fang","PH 116","37","42","In-Person",
"06","50652","ACCT 201 (4, 4)","Inter Acct 1","T, TH","6:55 PM - 8:45 PM","Zapf, Michael","SB D135","46","46","In-Person",
"07","50653","ACCT 201 (4, 4)","Inter Acct 1","SU","8:20 AM - 12:00 PM","Wasserstrum, David","PH 115","48","46","In-Person",
"04","50650","ACCT 201 (4, 4)","Inter Acct 1","T, TH","5:00 PM - 6:40 PM","Levine, Marc","PH 130","45","48","In-Person",
"05","50651","ACCT 201 (4, 4)","Inter Acct 1","M, W","6:55 PM - 8:45 PM","Uddin, Md","KY 312","35","42","In-Person",
"03","50649","ACCT 201 (4, 4)","Inter Acct 1","T, TH","2:15 PM - 4:05 PM","Levine, Marc","PH 130","48","48","In-Person",
"02","50648","ACCT 201 (4, 4)","Inter Acct 1","T, TH","12:10 PM - 2:00 PM","Weiss, Renee","PH 212","29","30","In-Person",
"01","50647","ACCT 201 (4, 4)","Inter Acct 1","M, W","8:40 AM - 10:30 AM","Hornung, David","PH 110","47","46","In-Person",
"05","50676","ACCT 202 (3, 2)","Inter Acct 2","M, W","6:30 PM - 7:45 PM","Schwalb, Helen","PH 155","42","43","In-Person",
"06","50677","ACCT 202 (3, 2)","Inter Acct 2","M, W","8:00 PM - 9:15 PM","Kumar, Vijay","PH 112","36","43","In-Person",
"04","50675","ACCT 202 (3, 2)","Inter Acct 2","T, TH","2:15 PM - 3:30 PM","Weiss, Renee","PH 212","20","30","In-Person",
"03","50674","ACCT 202 (3, 2)","Inter Acct 2","M, W","3:10 PM - 4:25 PM","Schwalb, Helen","RA 201","39","43","In-Person",
"02","50673","ACCT 202 (3, 2)","Inter Acct 2","M, W","1:40 PM - 2:55 PM","Hornung, David","PH 110","41","43","In-Person",
"01","50672","ACCT 202 (3, 2)","Inter Acct 2","M, W","10:45 AM - 12:00 PM","Hornung, David","PH 110","43","43","In-Person",
"07","50678","ACCT 202 (3, 2)","Inter Acct 2","SU","9:15 AM - 12:00 PM","Cowan Dockery, Marlene","PH 117","45","43","In-Person",
"09","51638","ACCT 261 (3, 3)","Business Law l","SU","9:15 AM - 12:00 PM","Stein, Randy","PH 112","43","45","In-Person",
"08","51637","ACCT 261 (3, 3)","Business Law l","F","6:30 PM - 9:20 PM","Seymore, Javier","PH 012","22","45","In-Person",
"07","51636","ACCT 261 (3, 3)","Business Law l","M, W","6:30 PM - 7:45 PM","Kirschner, David","RA 201","22","45","In-Person",
"06","51635","ACCT 261 (3, 3)","Business Law l","T, TH","5:00 PM - 6:15 PM","Milich, Marvin","PH 112","44","45","In-Person",
"05","51634","ACCT 261 (3, 3)","Business Law l","T, TH","3:10 PM - 4:25 PM","Milich, Marvin","PH 112","45","45","In-Person",
"04","51633","ACCT 261 (3, 3)","Business Law l","M, W","9:15 AM - 10:30 AM","Mintz, Seymour","PH 012","45","45","In-Person",
"03","51632","ACCT 261 (3, 3)","Business Law l","M, W","7:45 AM - 9:00 AM","Mintz, Seymour","PH 012","45","45","In-Person",
"01","51630","ACCT 261 (3, 3)","Business Law l","M, W","1:40 PM - 2:55 PM","Herczog, Leo","PH 113","43","45","In-Person",
"02","51631","ACCT 261 (3, 3)","Business Law l","M, W","3:10 PM - 4:25 PM","Herczog, Leo","KY 312","39","40","In-Person",
"01","50706","ACCT 305 (3, 2)","Cost Acct","M, W","3:10 PM - 4:25 PM","Huang, Qianyun (Ivy)","PH 110","46","46","In-Person",
"02","50707","ACCT 305 (3, 2)","Cost Acct","M, W","5:00 PM - 6:15 PM","Huang, Qianyun (Ivy)","PH 110","46","46","In-Person",
