"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"01","8607","ACCT 100 (3, 3)","FIN &amp; MGR ACCT","T, TH","10:50 AM - 12:05 PM","Milo, Michael","KY 419","30","25","In-Person",
"02","8608","ACCT 100 (3, 3)","FIN &amp; MGR ACCT","T, TH","4:30 PM - 5:45 PM","Milo, Michael","HH 17","29","25","In-Person",
"03","8609","ACCT 100 (3, 3)","FIN &amp; MGR ACCT","M, W","4:30 PM - 5:45 PM","Ho, Vivian","HH 17","28","25","In-Person",
"11","13889","ACCT 101 (4, 3)","INT TH &amp; PR ACCT 1","SU","8:20 AM - 12:00 PM","Mintz, Chana","PH 121","33","35","In-Person",
"07","13596","ACCT 101 (4, 3)","INT TH &amp; PR ACCT 1","M, W","6:15 PM - 7:55 PM","Ruthizer, Scott","PH 110","43","45","In-Person",
"08","13633","ACCT 101 (4, 3)","INT TH &amp; PR ACCT 1","T, TH","8:10 PM - 10:00 PM","Zapf, Michael","PH 116","38","45","In-Person",
"09","13642","ACCT 101 (4, 3)","INT TH &amp; PR ACCT 1","F","6:30 PM - 10:10 PM","Solarsh, Eva","PH 130","48","50","Hybrid",
"10","13644","ACCT 101 (4, 3)","INT TH &amp; PR ACCT 1","S","8:20 AM - 12:00 PM","Dietz, George","PH 116","47","45","In-Person",
"03","11876","ACCT 101 (4, 3)","INT TH &amp; PR ACCT 1","W, F","10:15 AM - 12:05 PM","Erlach, David","SB B141","51","50","In-Person",
"05","11880","ACCT 101 (4, 3)","INT TH &amp; PR ACCT 1","T, TH","12:40 PM - 2:30 PM","Feisullin, Anita","KY 313","30","30","In-Person",
"06","11885","ACCT 101 (4, 3)","INT TH &amp; PR ACCT 1","T, TH","10:15 AM - 12:05 PM","Solarsh, Eva","KY 313","32","30","In-Person",
"01","11829","ACCT 101 (4, 3)","INT TH &amp; PR ACCT 1","M, W","8:15 AM - 10:05 AM","Dauber, Nicky","PH 130","60","60","In-Person",
"02","11832","ACCT 101 (4, 3)","INT TH &amp; PR ACCT 1","W, F","8:15 AM - 10:05 AM","Gruza, Marvin","KY 313","28","30","In-Person",
"04","11878","ACCT 101 (4, 3)","INT TH &amp; PR ACCT 1","M, W","4:30 PM - 6:20 PM","Erlach, David","RO 230","111","110","In-Person",
"08","13922","ACCT 102 (4, 3)","INT TH &amp; PR ACCT 2","SU","8:20 AM - 12:00 PM","Benjamin, Ranjitkumar","PH 112","39","45","In-Person",
"07","13918","ACCT 102 (4, 3)","INT TH &amp; PR ACCT 2","F","6:30 PM - 10:10 PM","Benjamin, Ranjitkumar","PH 110","42","45","In-Person",
"06","13901","ACCT 102 (4, 3)","INT TH &amp; PR ACCT 2","T, TH","6:15 PM - 7:55 PM","Silverman, Arthur","PH 110","42","45","In-Person",
"05","13899","ACCT 102 (4, 3)","INT TH &amp; PR ACCT 2","M, W","8:10 PM - 9:50 PM","Ruthizer, Scott","PH 110","44","45","In-Person",
"11","22581","ACCT 102 (4, 3)","INT TH &amp; PR ACCT 2","T, TH","4:30 PM - 6:20 PM","David, Amy","PH 155","39","45","In-Person",
"04","11938","ACCT 102 (4, 3)","INT TH &amp; PR ACCT 2","T, TH","10:15 AM - 12:05 PM","Feisullin, Anita","RA 201","35","35","In-Person",
"02","11913","ACCT 102 (4, 3)","INT TH &amp; PR ACCT 2","M, W","1:40 PM - 3:30 PM","Erlach, David","PH 116","50","50","In-Person",
"09","13925","ACCT 102 (4, 3)","INT TH &amp; PR ACCT 2","S","8:20 AM - 12:00 PM","Khanna, Himanshu","PH 012","18","35","In-Person",
"01","11899","ACCT 102 (4, 3)","INT TH &amp; PR ACCT 2","W, F","10:15 AM - 12:05 PM","Gruza, Marvin","KY 313","28","30","In-Person",
"02","11989","ACCT 201 (4, 4)","INTER ACCT 1","T, TH","1:40 PM - 3:30 PM","Levine, Marc","PH 130","65","62","In-Person",
"01","11984","ACCT 201 (4, 4)","INTER ACCT 1","M, W","8:15 AM - 10:05 AM","Hornung, David","PH 110","50","55","In-Person",
"06","13954","ACCT 201 (4, 4)","INTER ACCT 1","SU","8:20 AM - 12:00 PM","Rubin, Eliot","PH 132","58","57","In-Person",
