"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"01","64991","AACS 107 (3, 3)","Immigrant Communities Queens","M, W","10:45 AM - 12:00 PM","Khandelwal, Madhulika","RA 208","11","10","In-Person",
"01","64992","AACS 370 (3, 3)","Field Work  Asian American Com","&nbsp;"," - ","Khandelwal, Madhulika"," ","6","10","Online",
"01","46518","ACCT 100 (3, 3)","Fin &amp; Mgr Acct","M","3:10 PM - 6:00 PM","Ho, Vivian","HH 17","18","25","In-Person",
"11","48969","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","S","8:20 AM - 12:00 PM","Chan, Joseph","PH 012","35","35","In-Person",
"10","48968","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","F","6:30 PM - 10:20 PM","Solarsh, Eva","PH 212","30","30","Hybrid",
"09","48967","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","TH","6:30 PM - 10:20 PM","Huang, Qianyun (Ivy)","PH 156","30","35","In-Person",
"08","48966","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","T, TH","8:00 AM - 9:50 AM","Solarsh, Eva","KY 319","34","35","In-Person",
"05","48963","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","T, TH","5:00 PM - 6:50 PM","Feisullin, Anita","PH 130","35","35","In-Person",
"06","48964","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","5:00 PM - 6:40 PM","Ruthizer, Scott","PH 130","35","35","In-Person",
"01","48959","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","8:00 AM - 9:50 AM","Dauber, Nicky","PH 130","35","35","In-Person",
"02","48960","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","T, TH","10:05 AM - 11:55 AM","Gruza, Marvin","RA 202","35","35","In-Person",
"03","48961","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","10:05 AM - 11:55 AM","Ruthizer, Scott","RA 201","35","35","In-Person",
"04","48962","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","T, TH","3:00 PM - 4:50 PM","Feisullin, Anita","PH 130","52","52","In-Person",
"12","48970","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","SU","8:20 AM - 12:00 PM","Mintz, Chana","PH 204","18","35","In-Person",
"07","48965","ACCT 101 (4, 3)","Int Theo &amp; Prac Acct 1","M, W","1:40 PM - 3:30 PM","Cowan Dockery, Marlene","KY 427","30","30","In-Person",
"01","48972","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","8:00 AM - 9:50 AM","Gruza, Marvin","RA 202","31","45","In-Person",
"04","48975","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","10:05 AM - 11:55 AM","Feisullin, Anita","PH 130","45","45","In-Person",
"05","48976","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","12:10 PM - 2:00 PM","Feisullin, Anita","PH 130","46","45","In-Person",
"06","48977","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","T, TH","5:00 PM - 6:40 PM","David, Amy","PH 116","36","45","In-Person",
"08","48979","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","F","6:30 PM - 10:20 PM","Benjamin, Ranjitkumar","PH 116","11","45","In-Person",
"09","48980","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","S","1:30 PM - 5:30 PM","Luo, Cheng","PH 116","14","45","In-Person",
"02","48973","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","M, W","3:00 PM - 4:50 PM","Ruthizer, Scott","PH 130","45","45","In-Person",
"03","48974","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","M, W","6:55 PM - 8:45 PM","Ruthizer, Scott","PH 130","45","45","In-Person",
"10","48981","ACCT 102 (4, 3)","Intro Theo &amp; Prac Acct 2","SU","8:20 AM - 12:00 PM","Benjamin, Ranjitkumar","PH 116","19","45","In-Person",
"07","48994","ACCT 201 (4, 4)","Intermediate Accounting l","SU","8:20 AM - 12:00 PM","Cowan Dockery, Marlene","PH 108","36","36","In-Person",
"05","48992","ACCT 201 (4, 4)","Intermediate Accounting l","M, W","6:55 PM - 8:45 PM","Uddin, Md","PH 116","28","36","In-Person",
"06","48993","ACCT 201 (4, 4)","Intermediate Accounting l","T, TH","6:50 PM - 8:40 PM","Zapf, Michael","PH 155","36","36","In-Person",
"04","48991","ACCT 201 (4, 4)","Intermediate Accounting l","T, TH","5:00 PM - 6:40 PM","Sun, Tao","PH 155","29","36","In-Person",
"03","48990","ACCT 201 (4, 4)","Intermediate Accounting l","T, TH","2:15 PM - 4:05 PM","Sun, Tao","PH 110","35","36","In-Person",
"02","48989","ACCT 201 (4, 4)","Intermediate Accounting l","T, TH","12:10 PM - 2:00 PM","Weiss, Renee","PH 212","30","30","In-Person",
"01","48987","ACCT 201 (4, 4)","Intermediate Accounting l","M, W","8:40 AM - 10:30 AM","Hornung, David","PH 110","37","36","In-Person",
"06","49008","ACCT 202 (3, 2)","Intermediate Accounting II","M, W","8:00 PM - 9:15 PM","Kumar, Vijay","PH 112","30","30","In-Person",
"05","49007","ACCT 202 (3, 2)","Intermediate Accounting II","M, W","6:30 PM - 7:45 PM","Schwalb, Helen","PH 154","15","30","In-Person",
"04","49006","ACCT 202 (3, 2)","Intermediate Accounting II","T, TH","2:15 PM - 3:30 PM","Weiss, Renee","PH 212","30","30","In-Person",
"03","49005","ACCT 202 (3, 2)","Intermediate Accounting II","M, W","3:10 PM - 4:25 PM","Schwalb, Helen","RA 201","30","30","In-Person",
"02","49004","ACCT 202 (3, 2)","Intermediate Accounting II","M, W","1:40 PM - 2:55 PM","Hornung, David","PH 110","30","30","In-Person",
"01","49003","ACCT 202 (3, 2)","Intermediate Accounting II","M, W","10:45 AM - 12:00 PM","Hornung, David","PH 110","32","31","In-Person",
"07","49009","ACCT 202 (3, 2)","Intermediate Accounting II","SU","8:20 AM - 11:00 AM","Schwalb, Helen","PH 112","22","30","In-Person",
"09","49126","ACCT 261 (3, 3)","Business Law I","SU","9:15 AM - 12:00 PM","Stein, Randy","PH 121","36","36","In-Person",
"08","49125","ACCT 261 (3, 3)","Business Law I","F","6:30 PM - 9:20 PM","Seymore, Javier","PH 110","21","36","In-Person",
"07","49124","ACCT 261 (3, 3)","Business Law I","M, W","6:30 PM - 7:45 PM","Kirschner, David","RA 201","35","36","In-Person",
"06","49123","ACCT 261 (3, 3)","Business Law I","T, TH","5:00 PM - 6:15 PM","Milich, Marvin","PH 112","35","35","In-Person",
"05","49122","ACCT 261 (3, 3)","Business Law I","T, TH","3:10 PM - 4:25 PM","Milich, Marvin","PH 112","36","36","In-Person",
"03","49120","ACCT 261 (3, 3)","Business Law I","M, W","1:40 PM - 2:55 PM","Leibowicz, Barry","PH 112","34","36","In-Person",
"01","49118","ACCT 261 (3, 3)","Business Law I","M, W","7:45 AM - 9:00 AM","Mintz, Seymour","PH 012","36","36","In-Person",
"02","49119","ACCT 261 (3, 3)","Business Law I","M, W","9:15 AM - 10:30 AM","Mintz, Seymour","PH 012","36","36","In-Person",
